Date.,EURUSD=X.Open,EURUSD=X.High,EURUSD=X.Low,EURUSD=X.Close,EURUSD=X.Volume,EURUSD=X.Dividends,EURUSD=X.Stock Splits,GBPUSD=X.Open,GBPUSD=X.High,GBPUSD=X.Low,GBPUSD=X.Close,GBPUSD=X.Volume,GBPUSD=X.Dividends,GBPUSD=X.Stock Splits
2020-11-18,1.186436653137207,1.1891002655029297,1.1851149797439575,1.186366319656372,0,0.0,0.0,1.3259258270263672,1.3311147689819336,1.3245033025741577,1.3259083032608032,0,0.0,0.0
2020-11-19,1.1842869520187378,1.1855363845825195,1.1817398071289062,1.1847639083862305,0,0.0,0.0,1.3244857788085938,1.3263497352600098,1.3199577331542969,1.325644612312317,0,0.0,0.0
2020-11-20,1.1867464780807495,1.1890889406204224,1.185185194015503,1.1866477727890015,0,0.0,0.0,1.3250473737716675,1.3295574188232422,1.324959635734558,1.3249244689941406,0,0.0,0.0
2020-11-23,1.1865352392196655,1.1905895471572876,1.1803170442581177,1.1866477727890015,0,0.0,0.0,1.3303357362747192,1.3397642374038696,1.326664686203003,1.3305126428604126,0,0.0,0.0
2020-11-24,1.1841803789138794,1.1893858909606934,1.1838942766189575,1.1842728853225708,0,0.0,0.0,1.332356333732605,1.3379716873168945,1.3295927047729492,1.332906723022461,0,0.0,0.0
2020-11-25,1.1900511980056763,1.1928049325942993,1.1882835626602173,1.1900511980056763,0,0.0,0.0,1.3362374305725098,1.3393514156341553,1.3307074308395386,1.3363267183303833,0,0.0,0.0
2020-11-26,1.1917530298233032,1.1940997838974,1.1886931657791138,1.1920002698898315,0,0.0,0.0,1.3384730815887451,1.3398700952529907,1.3323030471801758,1.3385447263717651,0,0.0,0.0
2020-11-27,1.1911852359771729,1.1961865425109863,1.1910717487335205,1.191599726676941,0,0.0,0.0,1.335220456123352,1.338114857673645,1.3295927047729492,1.3354523181915283,0,0.0,0.0
2020-11-30,1.197074294090271,1.2002063989639282,1.1944148540496826,1.1971460580825806,0,0.0,0.0,1.333066701889038,1.3381328582763672,1.3306366205215454,1.333191156387329,0,0.0,0.0
2020-12-01,1.1937732696533203,1.2053565979003906,1.1935994625091553,1.193816065788269,0,0.0,0.0,1.3337246179580688,1.3438512086868286,1.331912636756897,1.3336889743804932,0,0.0,0.0
2020-12-02,1.2069860696792603,1.210741639137268,1.2040793895721436,1.2074378728866577,0,0.0,0.0,1.342227816581726,1.3441402912139893,1.329168677330017,1.3422638177871704,0,0.0,0.0
2020-12-03,1.2113430500030518,1.2175003290176392,1.2102434635162354,1.2114603519439697,0,0.0,0.0,1.337095022201538,1.350001335144043,1.3354344367980957,1.3370771408081055,0,0.0,0.0
2020-12-04,1.2145354747772217,1.2177746295928955,1.2133712768554688,1.2145650386810303,0,0.0,0.0,1.3452612161636353,1.3537662029266357,1.341813564300537,1.345496654510498,0,0.0,0.0
2020-12-07,1.2120624780654907,1.2163525819778442,1.2080796957015991,1.212135910987854,0,0.0,0.0,1.3415615558624268,1.343652606010437,1.3227407932281494,1.3417415618896484,0,0.0,0.0
2020-12-08,1.2109469175338745,1.213415503501892,1.2097164392471313,1.2113136053085327,0,0.0,0.0,1.3357020616531372,1.3384909629821777,1.329168677330017,1.3357375860214233,0,0.0,0.0
2020-12-09,1.2109909057617188,1.214900016784668,1.207394003868103,1.2110936641693115,0,0.0,0.0,1.3366482257843018,1.3476543426513672,1.3362730741500854,1.3365589380264282,0,0.0,0.0
2020-12-10,1.2081671953201294,1.2158055305480957,1.2080358266830444,1.207875370979309,0,0.0,0.0,1.3366659879684448,1.3389569520950317,1.3249948024749756,1.3367018699645996,0,0.0,0.0
2020-12-11,1.214343786239624,1.2163970470428467,1.2107857465744019,1.2144293785095215,0,0.0,0.0,1.3302295207977295,1.3324999809265137,1.3136979341506958,1.3305658102035522,0,0.0,0.0
2020-12-14,1.213356614112854,1.2174040079116821,1.2117539644241333,1.213340401649475,0,0.0,0.0,1.3318239450454712,1.3443751335144043,1.3293275833129883,1.3318239450454712,0,0.0,0.0
2020-12-15,1.2148748636245728,1.2166485786437988,1.212694525718689,1.214889645576477,0,0.0,0.0,1.3325392007827759,1.3448632955551147,1.3285152912139893,1.3330844640731812,0,0.0,0.0
2020-12-16,1.215376853942871,1.2212995290756226,1.2146978378295898,1.2154301404953003,0,0.0,0.0,1.3447601795196533,1.3550136089324951,1.3435442447662354,1.3444474935531616,0,0.0,0.0
2020-12-17,1.219705581665039,1.2263002395629883,1.2192445993423462,1.2199585437774658,0,0.0,0.0,1.3502929210662842,1.3621937036514282,1.3496733903884888,1.3502929210662842,0,0.0,0.0
2020-12-18,1.2261964082717896,1.2268433570861816,1.2227181196212769,1.226271629333496,0,0.0,0.0,1.35694420337677,1.3572388887405396,1.347472906112671,1.3570178747177124,0,0.0,0.0
2020-12-21,1.221060872077942,1.223466157913208,1.2130769491195679,1.221612811088562,0,0.0,0.0,1.3402670621871948,1.3411837816238403,1.3192263841629028,1.3401951789855957,0,0.0,0.0
2020-12-22,1.2238404750823975,1.2259002923965454,1.216604232788086,1.2236906290054321,0,0.0,0.0,1.3448271751403809,1.3456594944000244,1.3309553861618042,1.3449536561965942,0,0.0,0.0
2020-12-23,1.2185908555984497,1.2219412326812744,1.2157758474349976,1.2186651229858398,0,0.0,0.0,1.3397462368011475,1.3561345338821411,1.3372917175292969,1.339943766593933,0,0.0,0.0
2020-12-24,1.219393253326416,1.2217471599578857,1.2179378271102905,1.2191405296325684,0,0.0,0.0,1.35111403465271,1.3620266914367676,1.350712537765503,1.3505300283432007,0,0.0,0.0
2020-12-25,1.2184720039367676,1.2212995290756226,1.2167004346847534,1.2184720039367676,0,0.0,0.0,1.3569625616073608,1.3612998723983765,1.3515340089797974,1.3552008867263794,0,0.0,0.0
2020-12-28,1.220703125,1.2252004146575928,1.218353271484375,1.2205095291137695,0,0.0,0.0,1.357367753982544,1.3577731847763062,1.3435983657836914,1.3572388887405396,0,0.0,0.0
2020-12-29,1.2220009565353394,1.2275993824005127,1.2220009565353394,1.2223445177078247,0,0.0,0.0,1.3465656042099,1.3520638942718506,1.3461849689483643,1.3466018438339233,0,0.0,0.0
2020-12-30,1.2253249883651733,1.2308752536773682,1.2252049446105957,1.225295066833496,0,0.0,0.0,1.3497644662857056,1.361748456954956,1.3494548797607422,1.3499903678894043,0,0.0,0.0
2020-12-31,1.229906439781189,1.230950951576233,1.222299575805664,1.2299896478652954,0,0.0,0.0,1.3629920482635498,1.3684569597244263,1.3609329462051392,1.36306631565094,0,0.0,0.0
2021-01-01,1.217285394668579,1.2216993570327759,1.2134994268417358,1.218026876449585,0,0.0,0.0,1.3690004348754883,1.3690004348754883,1.3666000366210938,1.3673007488250732,0,0.0,0.0
2021-01-04,1.2249047756195068,1.23099946975708,1.2171372175216675,1.2250697612762451,0,0.0,0.0,1.3682698011398315,1.3703792095184326,1.3549033403396606,1.3684196472167969,0,0.0,0.0
2021-01-05,1.225295066833496,1.2294830083847046,1.2249947786331177,1.2251598834991455,0,0.0,0.0,1.3572940826416016,1.3625833988189697,1.3555645942687988,1.3571596145629883,0,0.0,0.0
2021-01-06,1.2298610210418701,1.2350252866744995,1.2266929149627686,1.230027437210083,0,0.0,0.0,1.36263906955719,1.3669792413711548,1.3542977571487427,1.3629549741744995,0,0.0,0.0
2021-01-07,1.2337758541107178,1.2345678806304932,1.2246646881103516,1.2341108322143555,0,0.0,0.0,1.362230896949768,1.3633822202682495,1.354132890701294,1.3625277280807495,0,0.0,0.0
2021-01-08,1.2268733978271484,1.2282146215438843,1.2214934825897217,1.227144479751587,0,0.0,0.0,1.356815218925476,1.3631778955459595,1.3540412187576294,1.3569625616073608,0,0.0,0.0
2021-01-11,1.2187838554382324,1.2199585437774658,1.2134743928909302,1.2186205387115479,0,0.0,0.0,1.3521004915237427,1.3529785871505737,1.3454241752624512,1.3516253232955933,0,0.0,0.0
2021-01-12,1.2161602973937988,1.217848777770996,1.2138868570327759,1.2160701751708984,0,0.0,0.0,1.3525760173797607,1.3635681867599487,1.3507671356201172,1.3524113893508911,0,0.0,0.0
2021-01-13,1.2209266424179077,1.2224938869476318,1.2155394554138184,1.2208894491195679,0,0.0,0.0,1.3668895959854126,1.3699944019317627,1.3622493743896484,1.3670539855957031,0,0.0,0.0
2021-01-14,1.2161750793457031,1.217285394668579,1.2113136053085327,1.2162491083145142,0,0.0,0.0,1.3647218942642212,1.3693190813064575,1.3617299795150757,1.364926815032959,0,0.0,0.0
2021-01-15,1.2153000831604004,1.2162491083145142,1.208473801612854,1.2151259183883667,0,0.0,0.0,1.3683634996414185,1.3697879314422607,1.3574045896530151,1.3683634996414185,0,0.0,0.0
2021-01-18,1.206723928451538,1.2086198329925537,1.205545425415039,1.2068113088607788,0,0.0,0.0,1.3574230670928955,1.358991026878357,1.3521004915237427,1.357533574104309,0,0.0,0.0
2021-01-19,1.2078461647033691,1.2144912481307983,1.2078461647033691,1.207729458808899,0,0.0,0.0,1.3582526445388794,1.3627877235412598,1.3582526445388794,1.3581236600875854,0,0.0,0.0
2021-01-20,1.2139458656311035,1.2160005569458008,1.207773208618164,1.2138868570327759,0,0.0,0.0,1.364498496055603,1.3714599609375,1.362416386604309,1.3644241094589233,0,0.0,0.0
2021-01-21,1.211533784866333,1.2171964645385742,1.2109909057617188,1.2115631103515625,0,0.0,0.0,1.3666616678237915,1.374532699584961,1.3660643100738525,1.3668484687805176,0,0.0,0.0
2021-01-22,1.2166190147399902,1.2188003063201904,1.2151997089385986,1.2166293859481812,0,0.0,0.0,1.3730417490005493,1.3737396001815796,1.363716959953308,1.3729474544525146,0,0.0,0.0
2021-01-25,1.2168558835983276,1.218599796295166,1.2117246389389038,1.216944694519043,0,0.0,0.0,1.368719220161438,1.3722879886627197,1.3651131391525269,1.3688204288482666,0,0.0,0.0
2021-01-26,1.2143291234970093,1.2175003290176392,1.2108443975448608,1.214624047279358,0,0.0,0.0,1.3675587177276611,1.3744193315505981,1.36104416847229,1.3678992986679077,0,0.0,0.0
2021-01-27,1.2163230180740356,1.2171372175216675,1.2061998844146729,1.216299295425415,0,0.0,0.0,1.3741737604141235,1.3759889602661133,1.3662322759628296,1.374154806137085,0,0.0,0.0
2021-01-28,1.2104778289794922,1.214399814605713,1.2082401514053345,1.2105072736740112,0,0.0,0.0,1.367353081703186,1.3732680082321167,1.3631592988967896,1.3669419288635254,0,0.0,0.0
2021-01-29,1.212135910987854,1.2157005071640015,1.2095993757247925,1.2120037078857422,0,0.0,0.0,1.3726459741592407,1.375118613243103,1.365877628326416,1.3725008964538574,0,0.0,0.0
2021-02-01,1.2122827768325806,1.2136069536209106,1.2069132328033447,1.2123857736587524,0,0.0,0.0,1.3698067665100098,1.3756861686706543,1.3658030033111572,1.3697690963745117,0,0.0,0.0
2021-02-02,1.2067675590515137,1.208795189857483,1.2018364667892456,1.2068694829940796,0,0.0,0.0,1.3675587177276611,1.3709522485733032,1.3613591194152832,1.3678767681121826,0,0.0,0.0
2021-02-03,1.203905463218689,1.204999327659607,1.200494647026062,1.203905463218689,0,0.0,0.0,1.3662135601043701,1.3682323694229126,1.3621008396148682,1.3659336566925049,0,0.0,0.0
2021-02-04,1.2041809558868408,1.2043839693069458,1.1967161893844604,1.2042388916015625,0,0.0,0.0,1.3650386333465576,1.3698630332946777,1.3571467399597168,1.364908218383789,0,0.0,0.0
2021-02-05,1.1967447996139526,1.2039779424667358,1.1953572034835815,1.1966731548309326,0,0.0,0.0,1.3672783374786377,1.3740037679672241,1.3667550086975098,1.3676148653030396,0,0.0,0.0
2021-02-08,1.2049354314804077,1.2068549394607544,1.2021398544311523,1.2048773765563965,0,0.0,0.0,1.3739283084869385,1.374986171722412,1.368251085281372,1.3738716840744019,0,0.0,0.0
2021-02-09,1.2052549123764038,1.211475133895874,1.2050195932388306,1.2053595781326294,0,0.0,0.0,1.374570369720459,1.3798813819885254,1.3743815422058105,1.374570369720459,0,0.0,0.0
2021-02-10,1.2116951942443848,1.2143733501434326,1.2110203504562378,1.2119992971420288,0,0.0,0.0,1.3816543817520142,1.386599063873291,1.3804528713226318,1.3817994594573975,0,0.0,0.0
2021-02-11,1.2119449377059937,1.2150993347167969,1.2114311456680298,1.2121212482452393,0,0.0,0.0,1.3832405805587769,1.3856172561645508,1.3810819387435913,1.3832597732543945,0,0.0,0.0
2021-02-12,1.213003396987915,1.213592290878296,1.2083992958068848,1.2131506204605103,0,0.0,0.0,1.3811010122299194,1.3856749534606934,1.377695083618164,1.381024718284607,0,0.0,0.0
2021-02-15,1.212106466293335,1.214699387550354,1.2117393016815186,1.2122093439102173,0,0.0,0.0,1.3871549367904663,1.3919705152511597,1.3866894245147705,1.3871549367904663,0,0.0,0.0
2021-02-16,1.2132388353347778,1.2171002626419067,1.2095847129821777,1.2132196426391602,0,0.0,0.0,1.3913624286651611,1.395147681236267,1.3870587348937988,1.3914785385131836,0,0.0,0.0
2021-02-17,1.2088537216186523,1.2098335027694702,1.202558994293213,1.2092483043670654,0,0.0,0.0,1.3886381387710571,1.390259861946106,1.3831450939178467,1.388811707496643,0,0.0,0.0
2021-02-18,1.2045869827270508,1.2089003324508667,1.2036300897598267,1.2048004865646362,0,0.0,0.0,1.3865971565246582,1.3984448909759521,1.384063959121704,1.3866355419158936,0,0.0,0.0
2021-02-19,1.2091752290725708,1.2147716283798218,1.208299994468689,1.209189772605896,0,0.0,0.0,1.3968042135238647,1.4035087823867798,1.395206093788147,1.3967455625534058,0,0.0,0.0
2021-02-22,1.212444543838501,1.2155098915100098,1.2092190980911255,1.2126356363296509,0,0.0,0.0,1.402760624885559,1.4075981378555298,1.3981516361236572,1.403114914894104,0,0.0,0.0
2021-02-23,1.2166930437088013,1.2178784608840942,1.213680624961853,1.2166796922683716,0,0.0,0.0,1.4070239067077637,1.4114724397659302,1.4057382345199585,1.4071228504180908,0,0.0,0.0
2021-02-24,1.2151997089385986,1.2174040079116821,1.2111302614212036,1.215214490890503,0,0.0,0.0,1.4120903015136719,1.4217066764831543,1.4087086915969849,1.412030577659607,0,0.0,0.0
2021-02-25,1.2169506549835205,1.224155068397522,1.2156577110290527,1.2171372175216675,0,0.0,0.0,1.4145472049713135,1.4182183742523193,1.4100593328475952,1.4148274660110474,0,0.0,0.0
2021-02-26,1.2160124778747559,1.2182493209838867,1.2091752290725708,1.2160420417785645,0,0.0,0.0,1.4005405902862549,1.4020133018493652,1.3890818357467651,1.4008152484893799,0,0.0,0.0
2021-03-01,1.2090904712677002,1.2101556062698364,1.2029930353164673,1.208956003189087,0,0.0,0.0,1.3976240158081055,1.3999720811843872,1.3905692100524902,1.3972529172897339,0,0.0,0.0
2021-03-02,1.2049063444137573,1.2080358266830444,1.1994003057479858,1.2051095962524414,0,0.0,0.0,1.3928741216659546,1.39621901512146,1.3859821557998657,1.3929517269134521,0,0.0,0.0
2021-03-03,1.208503007888794,1.2110495567321777,1.2044709920883179,1.208546757698059,0,0.0,0.0,1.39547860622406,1.4003249406814575,1.3922922611236572,1.3954981565475464,0,0.0,0.0
2021-03-04,1.204833745956421,1.2064006328582764,1.2025011777877808,1.2050660848617554,0,0.0,0.0,1.3923697471618652,1.4011095762252808,1.391788363456726,1.3926994800567627,0,0.0,0.0
2021-03-05,1.196859359741211,1.196859359741211,1.1897962093353271,1.1967735290527344,0,0.0,0.0,1.389506459236145,1.3905304670333862,1.3781697750091553,1.3894098997116089,0,0.0,0.0
2021-03-08,1.1924636363983154,1.1932177543640137,1.1848341226577759,1.1925631761550903,0,0.0,0.0,1.3848114013671875,1.3859994411468506,1.3802813291549683,1.385367751121521,0,0.0,0.0
2021-03-09,1.18519926071167,1.191599726676941,1.1836141347885132,1.185171127319336,0,0.0,0.0,1.3824374675750732,1.3921177387237549,1.380338430404663,1.3823610544204712,0,0.0,0.0
2021-03-10,1.189668893814087,1.1925063133239746,1.187000036239624,1.1897906064987183,0,0.0,0.0,1.388709545135498,1.393417477607727,1.3846771717071533,1.3890432119369507,0,0.0,0.0
2021-03-11,1.1927480697631836,1.1977769136428833,1.1917104721069336,1.1926058530807495,0,0.0,0.0,1.3931301832199097,1.3980538845062256,1.3921760320663452,1.3931456804275513,0,0.0,0.0
2021-03-12,1.198164463043213,1.1990407705307007,1.191057562828064,1.1986095905303955,0,0.0,0.0,1.398640513420105,1.400403380393982,1.3867894411087036,1.3989927768707275,0,0.0,0.0
2021-03-15,1.1951143741607666,1.1965444087982178,1.1911852359771729,1.1950000524520874,0,0.0,0.0,1.3930875062942505,1.3948947191238403,1.3854252099990845,1.3929517269134521,0,0.0,0.0
2021-03-16,1.192733883857727,1.1953001022338867,1.188438892364502,1.1925773620605469,0,0.0,0.0,1.3900278806686401,1.3901245594024658,1.3811391592025757,1.3899120092391968,0,0.0,0.0
2021-03-17,1.1902097463607788,1.1917999982833862,1.1887637376785278,1.190164566040039,0,0.0,0.0,1.3902791738510132,1.3926994800567627,1.386885643005371,1.3902212381362915,0,0.0,0.0
2021-03-18,1.198063850402832,1.1990997791290283,1.1910150051116943,1.1982792615890503,0,0.0,0.0,1.3973115682601929,1.400050401687622,1.3898347616195679,1.3975849151611328,0,0.0,0.0
2021-03-19,1.1917673349380493,1.1937447786331177,1.1874933242797852,1.1918240785598755,0,0.0,0.0,1.392311692237854,1.3956539630889893,1.3832789659500122,1.3925055265426636,0,0.0,0.0
2021-03-22,1.188452959060669,1.1937447786331177,1.1876062154769897,1.1883116960525513,0,0.0,0.0,1.3834894895553589,1.387520670890808,1.3818835020065308,1.3832597732543945,0,0.0,0.0
2021-03-23,1.1933317184448242,1.1943150758743286,1.186436653137207,1.193303108215332,0,0.0,0.0,1.386020541191101,1.3863087892532349,1.375591516494751,1.3862512111663818,0,0.0,0.0
2021-03-24,1.184118628501892,1.1851149797439575,1.1813349723815918,1.1840205192565918,0,0.0,0.0,1.3736263513565063,1.3742493391036987,1.3674839735031128,1.3730417490005493,0,0.0,0.0
2021-03-25,1.1813768148422241,1.1830118894577026,1.1775233745574951,1.1813069581985474,0,0.0,0.0,1.3690191507339478,1.3739094734191895,1.3670727014541626,1.3688879013061523,0,0.0,0.0
2021-03-26,1.1776067018508911,1.1804006099700928,1.1772600412368774,1.1776621341705322,0,0.0,0.0,1.374778389930725,1.3809865713119507,1.374343752861023,1.374910593032837,0,0.0,0.0
2021-03-29,1.1787601709365845,1.179356575012207,1.1761800050735474,1.1788004636764526,0,0.0,0.0,1.3789299726486206,1.3846579790115356,1.375723958015442,1.3791011571884155,0,0.0,0.0
2021-03-30,1.1769136190414429,1.1775789260864258,1.1713168621063232,1.177100658416748,0,0.0,0.0,1.377467393875122,1.3783597946166992,1.3708207607269287,1.3775053024291992,0,0.0,0.0
2021-03-31,1.172333002090454,1.1758618354797363,1.1704530715942383,1.1723604202270508,0,0.0,0.0,1.3747594356536865,1.381024718284607,1.3718174695968628,1.3746649026870728,0,0.0,0.0
2021-04-01,1.1728966236114502,1.1775789260864258,1.1714814901351929,1.1728830337524414,0,0.0,0.0,1.3788729906082153,1.3837000131607056,1.3749295473098755,1.3786258697509766,0,0.0,0.0
2021-04-02,1.177773118019104,1.1787004470825195,1.1751433610916138,1.177994966506958,0,0.0,0.0,1.383508563041687,1.3854252099990845,1.3814444541931152,1.383508563041687,0,0.0,0.0
2021-04-05,1.1766366958618164,1.1816140413284302,1.1739431619644165,1.176816701889038,0,0.0,0.0,1.3829728364944458,1.3913817405700684,1.381425380706787,1.383125901222229,0,0.0,0.0
2021-04-06,1.181907296180725,1.1855363845825195,1.1796486377716064,1.1818934679031372,0,0.0,0.0,1.3913236856460571,1.3919821977615356,1.3819408416748047,1.3914011716842651,0,0.0,0.0
2021-04-07,1.1875497102737427,1.1914690732955933,1.1865352392196655,1.1874228715896606,0,0.0,0.0,1.383068561553955,1.3839681148529053,1.3730227947235107,1.383125901222229,0,0.0,0.0
2021-04-08,1.187197208404541,1.1914832592010498,1.1861833333969116,1.1873664855957031,0,0.0,0.0,1.3740227222442627,1.3783597946166992,1.372043251991272,1.3743815422058105,0,0.0,0.0
2021-04-09,1.1915684938430786,1.1923214197158813,1.186859130859375,1.1915684938430786,0,0.0,0.0,1.3736263513565063,1.3753266334533691,1.3671848773956299,1.373437762260437,0,0.0,0.0
2021-04-12,1.1896406412124634,1.1920371055603027,1.1873382329940796,1.1900511980056763,0,0.0,0.0,1.3708583116531372,1.3777141571044922,1.3670539855957031,1.3712154626846313,0,0.0,0.0
2021-04-13,1.191213607788086,1.1953144073486328,1.1884304285049438,1.1914690732955933,0,0.0,0.0,1.375421166419983,1.376900315284729,1.3702759742736816,1.3753834962844849,0,0.0,0.0
2021-04-14,1.1957430839538574,1.198193073272705,1.1951857805252075,1.1954143047332764,0,0.0,0.0,1.3762730360031128,1.38089120388031,1.3750618696212769,1.3759700059890747,0,0.0,0.0
2021-04-15,1.1982362270355225,1.199313998222351,1.1957861185073853,1.1986095905303955,0,0.0,0.0,1.377790093421936,1.38089120388031,1.3762730360031128,1.3779228925704956,0,0.0,0.0
2021-04-16,1.197074294090271,1.199472188949585,1.1950900554656982,1.1971746683120728,0,0.0,0.0,1.3784737586975098,1.3827624320983887,1.3718926906585693,1.3785498142242432,0,0.0,0.0
